"CI" "MS"
0.0137391758833041 0.0197492953850181
0.00583092031079314 0
-0.00875918008988158 0.00620294412460786
-0.00195694778696092 -0.0115505504512031
0.0213186368361067 0.0133157759757722
-0.0135137191667229 -0.00619197024792111
0.0409386057966978 0.0114690273487648
0.028507677622755 0.0251204200835272
-0.0155325187596217 -0.0251204200835272
0.00733948248804575 0.0113389788805178
0.0507904257399562 0.0248406776969845
0.026576789244161 0.0275361578086054
-0.0144868319662425 0.0171362822429872
0.0461297717275012 0.0231917631439846
-0.0240575683720021 -0.0135298522322477
-0.0237904168366357 -0.0064308903302904
-0.0129815756391527 -0.00728453241462899
0.00780915031416473 -0.0097959967031821
0.00258955690673368 0.00735597922581628
0.031398421457563 0.0225452383210562
-0.00167224119236222 0.0102971206862437
0.0393816271451 0.00628438831815164
0 0.00702304876502534
-0.021138998523184 0.0500483518053447
-0.0041169263582675 0.0124955686855396
-0.0124534610712865 0.0209620975053068
-0.0117648415795864 -0.00286533147328639
0.0167648519962921 -0.00575541157062065
0.0510438867294426 -0.0182021770983825
0.0203290816384257 0.0268229201422896
-0.0203290816384257 0.00925602905905837
0.0478117273322575 0.0258846210928478
-0.0144105641264792 0.0055096558109697
-0.042925044717034 -0.0285634186792933
-0.00399521106728822 -0.030131404309367
0.0174607610638765 -0.0154131491650617
0.0355524305538269 0.0124955686855396
-0.0394940990391595 -0.0244004711918579
-0.0419416310846779 -0.0381434492990264
0.00738616406772877 -0.00311526731694931
0.0186315636602262 0.0322360990163381
-0.0376168635713068 -0.0159881593721085
0.0376168635713068 0.028000315820112
0 0.0126067668899121
0.0159239033567229 -0.0155963057382782
0.0203290816384257 -0.00299850299625656
-0.00933132742888419 0.00896866998276032
-0.0269216575662643 -0.0149927845861413
-0.0326293220602677 -0.0384959003648448
0.00661159433231279 0.0155766389287371
-0.0258671076410568 -0.0124418401233657
0.0142679717977048 -0.0301849763383974
-0.00920893908530984 0.0231178091153049
-0.0316130554349454 -0.00632413174946811
0.00433088593784015 0.0227371613907984
0.048090244425767 -0.0124806612236091
0.00983614487671297 -0.00393236841772108
-0.0281242688708616 -0.0198971944152629
-0.0272125635248848 -0.0343451582039719
-0.0576656418498092 -0.0312657490953519
0.0385179724356751 0.0518510787111103
-0.054164863217334 -0.0630726034550749
0.02292626778456 0.0391539374195581
-0.00727937700290125 0.0312268593422413
0.0207870114644434 0.0064516352814886
0.00446230102339869 -0.00645163528148872
0 -0.00324149392417096
-0.00446230102339879 -0.0171924005403729
-0.0551610412967998 -0.0242385455870486
0.0416534068352576 0.0167789171291093
0.0382438780211825 0.00415110600237861
0.0147252552439795 0.00330852245556072
-0.0173464887238539 0.00329761222155667
-0.00262812240626947 0.00328677370662272
-0.0329945221350388 -0.0240775433756964
0.0356226445413083 0.0174931574475171
-0.00262812240626947 -0.0174931574475171
-0.017699577099401 -0.0109844788452984
-0.00447428039492097 -0.0102477412604757
0.0274232133804657 0.0102477412604756
0.0900608239181809 0.0689362287046427
0.00952388151125554 0.0133912989725605
-0.024791353642044 0
0.0112722610635001 0.0254938488262198
0.0315234928136097 0.0285733724440562
0.00926647557331783 -0.00968350211116489
-0.0448012052133806 -0.0319418790357452
0.0269643616383554 0.00693110206399915
-0.0157731976770942 0.0091673674870199
0.0110673066396818 0.00983738542451412
0.00938974034983892 -0.00983738542451413
0.00388651868928099 0.0068207918850885
-0.0062257010424531 0
-0.0141511795462432 -0.0129230228727316
0.00945633524203544 0.0159396164121572
0.033169257469926 0.0304064952520698
-0.0308190801249725 -0.0214109323434918
-0.00706716722309244 -0.00598804184462256
0.0179622166281596 0.025205189030401
-0.0085503824458129 0.00292397869143506
-0.0070505579966668 -0.021395135540492
-0.0182472337744898 -0.00974155324529947
0.00717992713480823 0.0463488618870638
-0.00238758569450152 -0.0122967191411482
0.0158106060266422 0.0122967191411483
-0.0094563352420354 0.00573478274203818
0.0164903618994152 0.0177121173064399
0.030677252247047 0.0290677904746758
0.0105185041912203 -0.019979996367572
0.0250935675976568 0.00624351663968524
0.0166248859696354 0.00826450984989343
0.0303588440255261 0.0230518681951026
0.0117526413246009 0.024496425165356
-0.0180310016757256 -0.0138296573611608
0.0180310016757256 -0.00531916147759993
0.0156839219025541 0.00862932669805464
0.00202771275965183 0.0189858403349188
0.01872964450005 0.0135267762982018
-0.0385052633831075 -0.0358227818535753
0.0136801039040802 0.0274706613453908
-0.00408441684222474 -0.0162605208717803
-0.0137364797278867 -0.0165293019512106
0.00826450984989343 -0.0256597467805777
-0.0110345947237091 -0.0130810815358529
0.0266864964229044 0.042732849585968
0.0318963916612634 0.0223252870478359
-0.00261951688755025 0.00776200533548911
0.0130295002903339 -0.0110140407218665
-0.0104099834027835 -0.00130378114948338
-0.0131667471612133 -0.00130548321413037
0.0112027530765535 0.0103964549153824
-0.00789477784700815 0.013483350337287
-0.0153081192326557 -0.00704002907635479
0.0159684031787312 -0.00773698250215256
0.0331091586072789 0.00387597384469294
-0.0109150361338798 0.0216845231348421
-0.0175843019952375 -0.0366247165849152
-0.0118970339118461 0.00522194398115162
0.0307716586667537 0.025708356710207
0.00706716722309235 0.0107290394922241
0.0352237672188059 0.0118566131565252
-0.0149442382682767 0.01171767955444
-0.00125549294583198 0.00489297612281588
0.024815169119724 -0.00244349541247587
0.00549955556603867 0.0229756176554702
0.00486323146950795 0.0523984814110462
-0.0140460324518428 -0.00340909421077298
-0.0192492748888111 0.00340909421077287
0.00375469777776985 0.0202140515526627
0.00187207542974491 0.0033296368164484
-0.0195158853681819 -0.0178875646927734
-0.0375691851148083 0.0212061518092055
0.0189610126412519 -0.00110497248811821
-0.0229292718168725 -0.037740327982847
0.0313137130661494 -0.00114876520387359
0.00448574927125817 0.00229621226035038
-0.0357994623374076 -0.0391748426457161
0.0138205556186323 -0.00658093909642082
0.0200589061289508 0.0599888714329972
0.0108315808903874 0.0118012046750152
-0.0217817708210981 -0.0225998319172409
-0.00845533492703764 -0.0057306747089851
-0.00852743770210858 -0.0344962587999591
-0.0206330114954202 0.00356294913735288
-0.0101386471713334 -0.0125262598191804
-0.00340252114583986 -0.0175602453556531
-0.00821359853738874 -0.0116744797526979
0.0515681706949438 0.0506132115148825
0.0136144728481503 0.00117439825594166
-0.0038709725756209 0.0294904285107052
0 -0.0242226375758464
0.000646203576606301 0.00233236257335582
0.00836286636575951 -0.00116550129743543
-0.0299112025719625 -0.00526163154841586
-0.0166393190039647 -0.0297463931064194
0.0186175590160703 0.0350080246548353
0.0013166558847469 0.00232964578280909
0.0562808358985896 0.0685661758502286
-0.00436273674219674 -0.00380952841666773
0.0124148087389613 0.0027225717879109
-0.00247066215856916 0.0167164852443111
0.0244361578494561 0.014862269321241
-0.00362757350643484 -0.0089971498688429
-0.0370184155823413 0.0173917427118692
-0.0126503900821657 -0.0094488891979324
0.00950276393917211 -0.00581858293285593
-0.0114142012844401 -0.0171218735967513
-0.00191509793609958 -0.0190689515479357
0.0145895388328274 0.00439078641748976
0.00940151080247205 0.0216693202523754
0.0246469654277151 0.0143657698020337
0.0376276100143563 0.00158353160564422
0.0104957231720139 0.040821994520255
